ra,dec,sigra,sigdec,sigradec,source_id,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
86.4856153,-3.0408063,0.6825,0.7540,-0.2249,31992r157-001524,15.887,0.228,4.8,1.267E+00,14.666,null,1.6,4.935E-01,1,0,0000,BU,10,59475.79536590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.176776,11.787011
86.4681368,-3.0612688,4.1797,4.5172,0.6891,31992r157-005233,16.654,null,0.2,1.270E+00,14.622,null,0.7,2.029E-01,1,0,0000,UU,10,59475.79536590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.179933,249.136402
86.4822204,-3.0404844,0.6331,0.6084,-0.1888,86154a182-003604,15.560,0.213,5.1,9.843E-01,14.505,0.320,3.4,8.226E-01,1,0,H000,BB,10,58015.87243448,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.180052,359.030927
86.4907789,-3.0429153,1.1551,1.2893,-0.2226,97292a156-004675,15.976,null,1.9,2.277E+00,15.128,0.401,2.7,6.864E-01,1,0,0000,UC,10,58380.35475632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.181099,32.728213
86.4671267,-3.0559027,1.1424,1.2018,-0.3707,86142a121-006011,16.423,0.351,3.1,7.970E-01,15.397,null,-0.2,4.546E-01,1,0,0000,BU,10,58015.47959704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.194294,269.653162
86.4711310,-3.0454771,0.5789,0.5148,-0.2599,97288a158-001927,15.263,0.208,5.2,1.563E+00,15.248,null,-0.8,1.074E+00,1,0,0000,BU,10,58380.22385306,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.210884,312.357004
86.4674784,-3.0590971,0.8196,0.8432,-0.3684,31974r116-004340,16.047,0.262,4.1,7.518E-01,15.343,null,-1.7,8.554E-01,1,0,0000,BU,10,59475.20719293,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.211936,257.623392
86.4852802,-3.0708911,1.0977,1.2392,-0.5913,80129a079-006080,16.077,0.483,2.2,6.312E-01,14.590,null,0.5,6.940E-01,1,0,0000,CU,10,57818.62514101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.217276,169.496101
86.4806054,-3.0405863,0.4509,0.4596,-0.2596,36803r097-001050,14.938,0.170,6.4,1.979E+00,14.862,0.442,2.5,9.677E-01,1,0,DH00,BC,10,59632.95515141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.218089,352.989894
86.4725583,-3.0440986,0.8329,0.8887,-0.4281,57898a107-002141,16.407,0.422,2.6,5.703E-01,14.828,0.312,3.5,5.861E-01,1,0,0000,CB,10,57089.99148280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.224322,319.769080
86.4731641,-3.0436117,0.7565,0.5771,-0.2661,20842r180-002042,15.232,0.218,5.0,1.344E+00,14.970,null,0.5,3.283E-01,1,0,h000,BU,10,59111.34646160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.226730,322.669769
86.4876445,-3.0702608,1.0126,1.0478,-0.2267,74952a162-003793,16.219,0.383,2.8,7.610E-01,15.357,null,-0.6,3.291E-01,1,0,0000,CU,10,57649.08986975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.236428,160.359952
86.4802178,-3.0406336,0.4066,0.4211,-0.1066,68843a098-002580,15.251,0.145,7.5,1.963E+00,14.724,0.243,4.5,9.348E-01,1,0,DH00,BB,10,57448.94565638,862003101351018484,14.446,0.040,14.391,0.057,8.968,0.118,6.211,0.105,null,null,null,null,null,null,null,55.236976,351.533654
86.4696415,-3.0473796,1.2756,1.2680,-0.5778,79977a076-003448,16.391,0.469,2.3,9.192E-01,15.107,0.517,2.1,6.244E-01,1,0,0000,CC,10,57813.64811799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.237611,303.327873
86.4821595,-3.0711513,0.8057,0.8074,-0.3793,09742r180-003524,15.934,0.240,4.5,6.726E-01,15.070,null,-0.3,2.350E-01,1,0,0000,BU,10,58748.36408021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.240696,181.195092
86.4723965,-3.0442272,0.4871,0.4818,-0.2106,79989a077-002184,15.370,0.140,7.7,2.957E+00,15.377,0.513,2.1,1.007E+00,1,0,0000,BC,10,57814.04108440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.251542,318.998486
86.4671477,-3.0568895,0.9369,1.0576,-0.3038,03287r098-003285,16.153,0.399,2.7,3.475E-01,15.292,null,0.9,2.438E-01,1,0,0000,CU,10,58537.22221792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.254600,265.966500
86.4728341,-3.0438577,0.5752,0.5692,-0.1997,79978a101-004987,15.780,0.194,5.6,1.587E+00,14.873,0.295,3.7,6.351E-01,1,0,H000,BB,10,57813.71369729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.261757,321.134753
86.4690367,-3.0483646,1.5082,1.8765,-0.8038,46993a087-004590,16.975,null,-0.6,3.583E-01,14.279,null,1.9,1.190E+00,1,0,0000,UU,10,56731.38672003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.262517,299.013441
86.4672624,-3.0579903,0.9554,0.9349,-0.4563,90891a097-004212,16.178,0.301,3.6,1.061E+00,14.792,null,1.9,5.602E-01,1,0,0000,BU,10,58170.90539961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.265628,261.834575
86.4672055,-3.0575644,0.9119,0.8995,0.3643,25571r097-007398,16.018,0.322,3.4,8.176E-01,14.601,null,-1.6,5.712E-01,1,0,0000,BU,10,59265.94480631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.272002,263.438167
86.4672259,-3.0538653,0.7632,0.7810,-0.3540,74944a162-003408,15.792,0.222,4.9,8.640E-01,15.448,null,0.1,1.075E+00,1,0,0000,BU,10,57648.82780734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.281817,277.275099
86.4886074,-3.0698961,1.1601,1.1507,-0.3725,31990r181-005549,16.093,0.308,3.5,9.251E-01,15.298,null,0.0,9.964E-01,1,0,0000,BU,10,59475.72991432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.287381,156.521251
86.4793162,-3.0407803,0.4464,0.5203,-0.1918,90893a072-002973,15.223,0.146,7.4,2.566E+00,14.953,0.392,2.8,7.529E-01,1,0,DD00,BC,10,58170.97085182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.289391,348.128868
86.4673900,-3.0528300,2.1316,2.1143,-0.7323,31990r181-005906,16.022,null,1.7,5.297E-01,15.423,null,-0.8,8.418E-01,1,0,0000,UU,10,59475.72991432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.297456,281.186220
86.4956928,-3.0479360,0.7860,0.8982,-0.2894,68857a077-005932,16.246,0.267,4.1,8.166E-01,15.120,null,1.1,3.772E-01,1,0,0000,BU,10,57449.40445609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.313987,59.172289
86.4733203,-3.0434641,0.7985,0.7752,-0.3119,90887a097-006083,15.978,0.255,4.3,1.840E+00,15.119,0.370,2.9,5.533E-01,1,0,H000,BC,10,58170.77449514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.314077,323.466055
86.4720354,-3.0445172,0.5744,0.5958,-0.2157,09624r127-002077,15.601,0.175,6.2,1.519E+00,14.364,null,0.6,4.597E-01,1,0,0000,BU,10,58744.50409524,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.340341,317.274775
86.4906176,-3.0427571,0.7468,0.7543,-0.3123,09616r157-005113,15.871,0.239,4.5,1.967E+00,15.094,0.424,2.6,4.428E-01,1,0,0000,BC,10,58744.24241610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.352426,31.904531
86.4675413,-3.0520824,0.8440,0.8786,-0.3845,09602r182-002985,15.937,0.274,4.0,6.178E-01,14.785,null,0.7,1.008E+00,1,0,0000,BU,10,58743.78450949,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.354181,284.029443
86.4922065,-3.0438896,0.7661,0.7198,-0.1042,36821r069-002464,15.883,0.234,4.6,1.263E+00,15.450,null,-0.9,9.105E-01,1,0,0000,BU,10,59633.54294486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.354953,39.173354
86.4675151,-3.0594332,2.2752,1.7976,-0.4926,90883a097-004750,15.962,null,1.7,3.446E-01,15.180,null,0.2,7.088E-01,1,0,0000,UU,10,58170.64359073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.355621,256.370759
86.4676900,-3.0515300,1.0529,1.3278,-0.4074,74941b186-003588,16.176,0.328,3.3,7.567E-01,15.365,null,0.0,1.768E+00,1,0,0000,BU,10,57648.76222811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.355984,286.160994
86.4686962,-3.0489514,0.5640,0.6089,-0.2028,74933b187-006238,15.707,0.185,5.9,1.996E+00,15.434,null,-0.1,7.443E-01,1,0,0000,BU,10,57648.50029321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.362197,296.486299
86.4677129,-3.0514406,0.7001,0.7518,-0.2446,03301r073-003613,15.809,0.217,5.0,8.313E-01,15.602,null,-0.8,8.282E-01,1,0,0000,BU,10,58537.68012605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.367494,286.504595
86.4685213,-3.0493069,0.6891,0.7238,-0.3164,68858a101-004007,15.812,0.220,4.9,1.401E+00,15.364,null,-0.7,9.567E-01,1,0,0000,BU,10,57449.46990789,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.372526,295.010725
86.4683047,-3.0497816,1.2315,1.2729,-0.4512,43126r181-006423,16.502,0.383,2.8,8.754E-01,15.255,null,-0.1,8.163E-01,1,0,0000,CU,10,59839.26698661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.387475,293.067774
86.4722631,-3.0442927,0.4774,0.5375,-0.2022,32000r157-002726,15.399,0.197,5.5,1.589E+00,14.554,null,1.7,7.684E-01,1,0,0000,BU,10,59476.05679034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.390620,318.464083
86.4672701,-3.0582769,1.9091,2.7746,-0.7426,90875a097-003262,16.096,null,1.4,8.158E-01,14.754,null,0.7,4.118E-01,1,0,0000,UU,10,58170.38178194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.394244,260.774087
86.4708545,-3.0457092,1.1464,1.2484,-0.3693,97284a159-002308,16.493,0.418,2.6,9.591E-01,14.747,null,1.3,4.897E-01,1,0,0000,CU,10,58380.09294984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.397391,311.025625
86.4682819,-3.0618021,1.4521,1.7584,-0.3794,09622r181-006294,15.673,null,1.4,8.118E-01,14.882,null,1.1,7.664E-01,1,0,0000,UU,10,58744.43864361,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.411627,247.088880
86.4698661,-3.0469592,0.9364,0.8570,-0.4319,74944a162-003419,15.983,0.253,4.3,7.494E-01,15.099,null,0.6,7.037E-01,1,0,0000,BU,10,57648.82780734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.420860,305.094097
86.4670754,-3.0564648,2.0048,1.8519,-0.7640,20834r180-004076,16.354,null,1.2,1.028E+00,15.451,null,-1.8,4.114E-01,1,0,0000,UU,10,59111.08490999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.427837,267.562133
86.4827860,-3.0712046,1.6996,1.8055,-0.6603,09624r127-005074,16.785,0.498,2.2,3.905E-01,15.320,null,0.0,3.945E-01,1,0,0000,CU,10,58744.50409524,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.431476,178.862911
86.4673600,-3.0588500,3.1690,4.0621,0.8087,14435r097-006877,16.387,null,0.3,1.143E+00,15.545,null,-1.2,5.209E-01,1,0,0000,UU,10,58901.84351375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.445338,258.615597
86.4728058,-3.0678064,2.8536,3.1902,1.0018,74941b186-005076,16.281,null,0.8,1.982E+00,15.465,null,-1.0,6.955E-01,1,0,0000,UU,10,57648.76222811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.448970,218.843334
86.4676046,-3.0517338,0.7297,0.8083,-0.0502,03295r046-003273,16.087,0.351,3.1,6.524E-01,14.892,0.431,2.5,4.225E-01,1,0,0000,BC,10,58537.48389788,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.452264,285.344559
86.4930345,-3.0445766,1.1274,1.3291,0.3507,25571r097-003576,16.257,0.375,2.9,4.396E-01,15.166,null,-0.1,7.923E-01,1,0,0000,CU,10,59265.94480631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.453012,43.175017
86.4670539,-3.0557096,0.9126,0.9255,-0.4678,43228r155-005727,16.062,0.272,4.0,1.075E+00,14.987,null,1.1,6.955E-01,1,0,0000,BU,10,59842.59292315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.456176,270.373021
86.4692800,-3.0637838,2.0956,2.1535,-1.0165,09742r180-007115,16.126,null,1.6,1.044E+00,14.964,null,0.7,5.037E-01,1,0,0000,UU,10,58748.36408021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.459287,238.828303
86.4956798,-3.0478330,0.6838,0.7035,-0.2099,68858a101-005306,15.936,0.212,5.1,1.279E+00,15.177,null,1.0,7.110E-01,1,0,0000,BU,10,57449.46990789,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.464937,58.818628
86.4672628,-3.0532577,1.2967,1.3508,-0.1970,43126r181-005225,16.662,0.474,2.3,8.950E-01,14.289,null,1.6,9.795E-01,1,0,0000,CU,10,59839.26698661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.470370,279.534186
86.4940268,-3.0660316,1.7627,2.0160,-0.3119,36815r097-008063,16.068,null,1.6,1.164E+00,15.636,null,-0.2,4.871E-01,1,0,0000,UU,10,59633.34709877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.471495,131.557201
86.4966134,-3.0496257,1.7823,1.9544,-0.8049,31988r156-005837,16.610,null,0.6,2.299E+00,15.443,null,-2.1,8.194E-01,1,0,0000,UU,10,59475.66459006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.471789,66.337914
86.4671271,-3.0573568,2.0314,2.0965,-0.8823,68862a101-003689,15.970,null,1.5,4.099E-01,14.980,null,1.2,7.060E-01,1,0,0000,UU,10,57449.60106625,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.472010,264.238330
86.4785633,-3.0409018,0.4479,0.5358,-0.1795,14441r073-004041,15.391,0.155,7.0,4.196E+00,14.653,null,1.9,9.079E-01,1,0,HH00,BU,10,58902.03974174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.485751,345.299663
86.4963454,-3.0490317,1.3753,1.4202,-0.4277,14457r073-006396,16.694,0.418,2.6,1.149E+00,15.240,null,0.6,8.188E-01,1,0,0000,CU,10,58902.56297376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.497190,63.915897
86.4710255,-3.0454743,0.7286,0.7514,-0.2431,63836a164-002310,15.925,0.229,4.7,5.931E-01,14.732,null,1.4,4.613E-01,1,0,0000,BU,10,57284.79701431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.498488,312.100887
86.4712470,-3.0452333,0.5569,0.6037,0.0719,68857a077-003000,15.688,0.182,6.0,2.538E+00,15.349,0.538,2.0,1.100E+00,1,0,0000,BC,10,57449.40445609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.501859,313.316621
86.4676436,-3.0600759,1.5618,1.5560,-0.5294,63848a164-005308,16.846,0.511,2.1,6.206E-01,15.054,null,0.9,7.118E-01,1,0,0000,CU,10,57285.19061655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.501944,253.936414
86.4946313,-3.0653244,2.4727,2.5792,0.7231,63848a164-006837,16.955,null,-0.7,1.212E+00,14.769,null,1.2,8.878E-01,1,0,0000,UU,10,57285.19061655,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.509734,128.100774
86.4694392,-3.0640674,0.7580,0.6540,-0.2496,09614r181-003977,15.610,0.288,3.8,1.764E+00,15.331,null,-0.7,5.488E-01,1,0,0000,BU,10,58744.17696446,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.510381,237.620810
86.4817192,-3.0404075,0.3643,0.3962,-0.1300,09742r180-003729,15.097,0.120,9.0,2.611E+00,14.784,0.366,3.0,9.592E-01,1,0,D000,BC,10,58748.36408021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.516411,357.176171
86.4671746,-3.0537487,0.9503,1.0648,-0.2953,52813b191-004528,16.215,0.315,3.5,6.216E-01,15.356,null,-0.1,5.816E-01,1,0,0000,BU,10,56922.90437546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.519303,277.680702
86.4708560,-3.0456532,0.7960,0.9140,-0.3027,74952a162-002471,16.215,0.290,3.7,6.894E-01,15.160,0.473,2.3,7.946E-01,1,0,0000,BC,10,57649.08986975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.525873,311.186215
86.4700105,-3.0467035,0.5343,0.5976,-0.1534,63833b189-002655,15.680,0.178,6.1,1.200E+00,14.963,null,0.1,4.148E-01,1,0,0000,BU,10,57284.73143513,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.535320,306.179119
86.4920484,-3.0679228,1.7825,2.1213,-0.3494,03301r073-006861,16.184,null,1.8,8.373E-01,14.904,null,0.9,9.224E-01,1,0,0000,UU,10,58537.68012605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.539611,141.733401
86.4677114,-3.0512650,1.7128,1.6299,-0.5051,14439r097-005056,16.777,0.498,2.2,5.417E-01,15.257,null,0.3,6.269E-01,1,0,0000,CU,10,58901.97428995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.555554,287.128124
86.4675341,-3.0518791,1.0352,1.0013,-0.3980,90887a097-003788,16.320,0.315,3.4,6.445E-01,14.814,null,1.6,3.817E-01,1,0,0000,BU,10,58170.77449514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.561182,284.755205
86.4674308,-3.0522925,0.7463,0.9278,0.2092,68846a099-004062,15.929,0.314,3.5,9.189E-01,15.174,0.449,2.4,1.155E+00,1,0,0000,BC,10,57449.07668748,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.562400,283.173415
86.4691024,-3.0480768,0.7813,0.6785,0.2183,20852r156-002781,15.521,0.204,5.3,8.511E-01,15.253,null,-0.7,6.844E-01,1,0,0000,BU,10,59111.67346488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.567872,300.065845
86.4907047,-3.0427360,0.7467,0.7902,-0.2047,52816a166-005649,15.674,0.269,4.0,1.486E+00,14.655,null,1.9,1.044E+00,1,0,0000,BU,10,56922.97008184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.582852,32.137158
86.4938133,-3.0453064,1.7106,1.7201,-0.7427,86152a157-002471,15.796,null,1.8,3.917E-01,14.630,null,1.5,8.801E-01,1,0,0000,UU,10,58015.80698277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.585392,47.135718
86.4860227,-3.0708398,1.0891,1.2567,-0.3663,90879a097-004751,16.342,0.350,3.1,3.915E-01,15.438,null,-1.3,3.904E-01,1,0,0000,BU,10,58170.51268637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.585885,166.755189
86.4844863,-3.0404996,0.4427,0.5708,-0.2243,20856r155-005631,15.263,0.177,6.1,1.675E+00,14.585,null,1.6,9.366E-01,1,0,0000,BU,10,59111.80424076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.587335,7.455204
86.4915039,-3.0432704,0.5757,0.6420,-0.1846,63832a164-001527,15.554,0.251,4.3,8.096E-01,15.179,null,0.7,9.270E-01,1,0,0000,BU,10,57284.66585604,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.589628,35.701761
86.4676399,-3.0514655,0.7483,0.9096,-0.1643,63844a164-002557,15.702,0.270,4.0,1.070E+00,15.236,null,0.4,6.709E-01,1,0,0000,BU,10,57285.05933093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.593872,286.339178
86.4672295,-3.0583937,1.5396,1.7257,-0.7733,90889a072-003244,15.686,null,1.6,6.384E-01,15.663,null,-1.5,4.348E-01,1,0,0000,UU,10,58170.83994735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.607096,260.370547
86.4670863,-3.0542817,0.5496,0.6388,-0.2176,09632r157-004265,15.710,0.183,5.9,2.045E+00,15.520,null,-0.4,9.959E-01,1,0,0000,BU,10,58744.76577431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.611392,275.677402
86.4723179,-3.0441571,0.6398,0.9024,0.2322,68850b100-002022,15.497,0.290,3.7,9.865E-01,15.049,null,0.8,4.908E-01,1,0,0000,BU,10,57449.20771852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.627398,318.949375
86.4670043,-3.0557843,1.0755,1.2501,-0.3922,31982r135-005640,16.497,0.352,3.1,1.452E+00,15.127,null,0.4,4.387E-01,1,0,0000,BU,10,59475.46861735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.633379,270.094872
86.4833121,-3.0712486,1.9877,1.9351,-0.6685,36803r097-005870,15.298,null,1.3,5.817E-01,15.260,null,0.2,5.857E-01,1,0,0000,UU,10,59632.95515141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.659398,176.919316
86.4815222,-3.0403784,0.3459,0.3634,-0.1314,90893a072-005053,14.705,0.139,7.8,3.750E+00,14.819,null,1.0,3.281E-01,1,0,Dh00,BU,10,58170.97085182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.660362,356.453340
86.4669980,-3.0555744,0.6773,0.6412,-0.2641,09606r181-004606,15.747,0.218,5.0,1.361E+00,15.294,null,-2.0,6.635E-01,1,0,0000,BU,10,58743.91528536,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.662418,270.872670
86.4943890,-3.0459268,2.1969,2.0918,-0.8424,43228r155-004021,16.146,null,1.8,1.358E+00,15.269,null,-0.2,1.152E+00,1,0,0000,UU,10,59842.59292315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.666313,50.271321
86.4757688,-3.0418725,0.4198,0.4803,-0.0904,80129a080-004372,15.304,0.150,7.3,5.303E+00,14.445,0.356,3.0,4.717E-01,1,0,H000,BC,10,57818.62526837,862003101351018492,15.138,0.054,14.885,0.084,9.095,0.136,6.343,0.114,null,null,null,null,null,null,null,55.674055,334.319735
86.4697791,-3.0646611,1.2900,1.2549,-0.3408,31992r157-005930,16.469,0.383,2.8,7.438E-01,15.314,null,-0.4,7.085E-01,1,0,0000,CU,10,59475.79536590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.677359,235.089135
86.4679805,-3.0503733,1.1976,1.1232,-0.2386,57898a107-003396,16.836,null,0.3,2.209E+00,14.834,0.372,2.9,5.147E-01,1,0,0000,UC,10,57089.99148280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.677561,290.580305
86.4719900,-3.0671900,2.8377,2.3176,0.0742,79981a077-007613,16.837,null,0.0,8.341E-01,15.017,null,-1.5,4.659E-01,1,0,0000,UU,10,57813.77914924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.681495,222.628575
86.4670539,-3.0544020,0.6568,0.7177,-0.2371,14423r036-003428,15.940,0.219,5.0,1.178E+00,15.686,null,-1.7,1.131E+00,1,0,0000,BU,10,58901.45054848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.686204,275.222128
86.4722392,-3.0441984,0.7147,0.7205,-0.1159,86168a157-003948,15.590,0.241,4.5,2.333E+00,14.335,null,0.8,6.432E-01,1,0,0000,BU,10,58016.33072348,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.701940,318.629473
86.4680198,-3.0502488,1.0297,1.0300,-0.4406,63817b189-003612,16.242,0.306,3.6,5.092E-01,14.984,null,1.0,4.057E-01,1,0,0000,BU,10,57284.20667476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.704832,291.062971
86.4945901,-3.0461522,1.0220,1.1176,-0.3964,63821b188-004286,16.558,0.410,2.6,1.322E+00,15.106,0.458,2.4,4.158E-01,1,0,0000,CC,10,57284.33783297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.714251,51.388353
86.4684713,-3.0491774,0.6374,0.7007,-0.4184,31980r156-004707,15.508,0.179,6.1,8.900E-01,15.217,null,0.4,7.031E-01,1,0,0000,BU,10,59475.40316572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.733602,295.366924
86.4845512,-3.0404641,0.6814,0.7120,-0.2048,25575r097-003461,15.964,0.266,4.1,3.041E+00,14.548,0.367,3.0,2.456E-01,1,0,0000,BC,10,59266.07558256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.744740,7.675937
86.4670800,-3.0539960,3.3474,3.4538,-1.3369,79993a036-007076,16.455,null,0.8,1.379E+00,15.091,null,0.9,9.579E-01,1,0,0000,UU,10,57814.17211568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.745048,276.727102
86.4960282,-3.0482669,1.0424,1.1939,-0.3322,97277b185-004256,16.493,0.373,2.9,4.813E-01,15.207,null,-1.3,1.141E+00,1,0,0000,CU,10,58379.89672212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.763029,60.858459
86.4956786,-3.0476667,1.6865,1.6835,-0.3588,90887a097-005666,16.920,null,-1.4,1.279E+00,14.568,null,1.7,5.910E-01,1,0,0000,UU,10,58170.77449514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.773591,58.290161
86.4949668,-3.0650124,1.1604,1.5955,-0.4354,31982r135-006341,16.563,0.495,2.2,1.252E+00,15.515,null,0.1,6.854E-01,1,0,0000,CU,10,59475.46861735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.789537,126.428505
86.4695995,-3.0471651,1.0591,1.1043,-0.3637,86142a121-004333,16.371,0.332,3.3,1.072E+00,14.963,null,0.5,4.044E-01,1,0,0000,BU,10,58015.47959704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.790875,303.905290
86.4723929,-3.0675878,1.0618,1.1900,-0.2317,20838r180-005912,16.412,0.357,3.0,6.633E-01,14.766,null,1.4,4.978E-01,1,0,0000,CU,10,59111.21568578,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.791393,220.537712
86.4835676,-3.0403498,0.5846,0.6258,-0.2470,20852r156-003218,15.907,0.265,4.1,2.674E+00,14.304,0.240,4.5,1.162E+00,1,0,0000,BB,10,59111.67346488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.793881,4.018390
