ra,dec,sigra,sigdec,sigradec,source_id,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
86.4824047,-3.0558090,5.5505,5.1625,-1.4474,90893a072-006817,16.421,null,0.5,1.301E+00,15.025,null,0.5,8.161E-01,1,0,0000,UU,10,58170.97085182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.270720,270.761937
86.4824673,-3.0558871,1.0068,1.0730,-0.3164,03295r046-004352,16.182,0.413,2.6,9.441E-01,14.985,null,0.6,5.725E-01,1,0,0000,CU,10,58537.48389788,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281296,189.340764
86.4825880,-3.0557569,1.5986,1.4516,-0.4338,09620r156-006269,16.046,null,1.2,1.232E+00,14.291,null,2.0,5.345E-01,1,0,0000,UU,10,58744.37319197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.432754,63.785901
86.4825005,-3.0556906,0.8973,0.8788,-0.3061,57917a083-002893,16.037,0.319,3.4,3.701E-01,15.510,null,-2.0,5.258E-01,1,0,0000,BU,10,57090.58245837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.436113,9.728642
86.4824332,-3.0556930,1.9243,2.0095,-0.7927,14449r072-005612,16.226,null,1.9,7.186E-01,15.325,null,0.2,7.727E-01,1,0,0000,UU,10,58902.30129404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.453560,338.226687
86.4825627,-3.0559676,1.2014,1.4012,-0.5706,52813b191-004793,16.290,null,1.3,9.534E-01,15.166,0.416,2.6,7.621E-01,1,0,0000,UC,10,56922.90437546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.640531,152.345463
86.4825905,-3.0556587,1.7365,1.9028,0.0258,09628r156-004738,15.988,null,1.4,9.906E-01,15.310,null,-1.4,8.504E-01,1,0,0000,UU,10,58744.63487106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.674146,36.103224
86.4822597,-3.0557260,1.5943,1.8168,-0.7201,36811r097-005566,16.817,0.494,2.2,5.824E-01,15.364,null,0.1,4.630E-01,1,0,0000,CU,10,59633.21644983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.847725,290.898909
86.4827080,-3.0558818,1.5521,1.8399,-0.7099,57913a015-004719,16.887,null,0.1,1.215E+00,15.091,0.493,2.2,5.266E-01,1,0,0000,UC,10,57090.45117295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.859423,107.503233
86.4822623,-3.0560431,0.9425,1.0417,-0.3427,36817r073-006480,16.250,0.360,3.0,5.674E-01,15.467,null,-1.3,9.525E-01,1,0,0000,CU,10,59633.41229596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.147460,223.002776
86.4823200,-3.0554800,0.7606,0.9191,-0.2258,25575r097-003867,16.213,0.288,3.8,9.257E-01,15.382,null,-1.7,5.183E-01,1,0,0000,BU,10,59266.07558256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.319914,334.165626
86.4828624,-3.0559422,1.0607,1.2691,-0.4833,14437r072-006076,16.351,0.405,2.7,6.125E-01,15.442,null,-0.7,4.881E-01,1,0,0000,CU,10,58901.90883817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.454735,109.096047
86.4826423,-3.0561975,2.6061,2.6587,-0.8383,90887a097-006155,16.725,null,0.5,8.444E-01,14.821,null,1.5,6.202E-01,1,0,0000,UU,10,58170.77449514,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.512098,157.303222
86.4825718,-3.0553900,1.8284,2.1522,-0.7176,74952a162-005478,16.313,null,1.4,1.249E+00,14.560,null,1.3,7.772E-01,1,0,0000,UU,10,57649.08986975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.547595,12.312331
86.4826865,-3.0554262,1.7529,2.1192,-0.7430,03301r073-004087,16.238,null,-0.2,9.198E-01,15.102,0.540,2.0,6.801E-01,1,0,0000,UC,10,58537.68012605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.568474,28.248063
86.4821124,-3.0561124,1.7061,2.0410,-0.8176,90889a072-005174,16.927,0.526,2.1,5.390E-01,15.639,null,0.0,3.926E-01,1,0,0000,CU,10,58170.83994735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.712144,230.518130
86.4825723,-3.0553430,1.4921,1.5110,-0.4325,52805b191-004727,16.866,0.530,2.0,1.056E+00,14.570,null,1.1,3.888E-01,1,0,0000,CU,10,56922.64129517,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.713631,11.164614
86.4825800,-3.0553300,3.1941,3.8644,0.7436,47005a086-006720,15.941,null,0.7,8.190E-01,15.476,null,-0.2,5.505E-01,1,0,0000,UU,10,56731.78172197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.764998,11.752026
86.4829276,-3.0560412,1.0655,1.0410,-0.2791,68869a077-003752,16.556,null,0.8,9.758E-01,14.537,0.356,3.1,7.955E-01,1,0,0000,UB,10,57449.79767650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.811591,117.351099
86.4823363,-3.0553116,3.7815,4.5659,-1.6845,57914a107-005024,16.557,null,0.9,5.759E-01,15.609,null,0.0,9.692E-01,1,0,0000,UU,10,57090.51687932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.867126,343.938213
86.4824681,-3.0552853,1.1027,0.9034,-0.3442,57929a083-003382,15.927,0.319,3.4,5.341E-01,15.319,0.459,2.4,5.562E-01,1,0,0000,BC,10,57090.97656947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.889405,358.702622
86.4830000,-3.0559500,1.6240,1.9607,-0.6579,20852r156-006279,16.123,null,1.7,8.756E-01,15.130,null,-1.1,7.085E-01,1,0,0000,UU,10,59111.67346488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.936088,105.088982
86.4830363,-3.0557927,0.9614,1.0121,-0.1664,09632r157-004315,16.172,0.306,3.5,6.769E-01,15.294,null,-0.9,6.557E-01,1,0,0000,BU,10,58744.76577431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.000802,88.216251
86.4829077,-3.0554127,1.1043,1.1203,-0.4217,74929b187-004299,16.297,0.328,3.3,6.581E-01,15.255,null,-0.2,9.859E-01,1,0,0000,BU,10,57648.36926203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.099929,47.069669
86.4822300,-3.0552700,5.5476,5.0440,-2.3889,86152a157-004606,16.522,null,0.7,1.116E+00,15.243,null,0.1,7.632E-01,1,0,0000,UU,10,58015.80698277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.141689,335.188667
86.4820502,-3.0562257,1.5486,1.5719,-0.5483,57929a082-007064,16.857,null,-0.3,6.768E-01,15.220,0.416,2.6,8.533E-01,1,0,0000,UC,10,57090.97644211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.151009,225.914647
86.4830784,-3.0559161,1.1189,1.3751,0.3083,31986r181-003654,16.168,0.397,2.7,7.319E-01,15.423,null,-0.8,4.842E-01,1,0,0000,CU,10,59475.59926579,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.184824,100.068442
86.4819288,-3.0560705,1.0782,1.1138,-0.4179,86156a157-004201,16.263,0.326,3.3,5.423E-01,15.385,null,-0.4,6.920E-01,1,0,0000,BU,10,58015.93788615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.192214,244.672810
86.4831146,-3.0557612,4.0745,4.1155,-1.8861,57921a083-007542,16.384,null,0.7,6.801E-01,15.165,null,0.7,8.704E-01,1,0,0000,UU,10,57090.71387116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.288067,85.596456
86.4828390,-3.0552782,0.7682,0.9517,-0.3379,63852a164-005832,16.121,0.260,4.2,4.993E-01,14.877,null,0.7,8.247E-01,1,0,0000,BU,10,57285.32177477,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.308850,33.984159
86.4818466,-3.0559579,1.0436,1.2702,-0.3995,97277b185-003919,16.308,0.432,2.5,6.403E-01,15.083,null,-0.5,7.768E-01,1,0,0000,CU,10,58379.89672212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.338421,256.838746
86.4818338,-3.0559642,0.9222,1.2746,-0.2335,25571r097-003278,16.531,null,0.5,6.129E-01,14.122,0.385,2.8,4.568E-01,1,0,0000,UC,10,59265.94480631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.388419,256.560301
86.4830622,-3.0554725,0.7631,1.2048,-0.4793,79981a077-002788,15.859,0.368,2.9,6.040E-01,14.898,null,1.7,1.253E+00,1,0,0000,CU,10,57813.77914924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.420046,59.863862
86.4818100,-3.0559300,1.5999,1.7905,-0.4231,74956a162-006330,16.864,0.542,2.0,6.139E-01,15.239,null,0.6,3.675E-01,1,0,0000,CU,10,57649.22090083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.447004,259.831557
86.4818143,-3.0559901,0.5203,0.5071,-0.1002,36799r097-003290,15.428,0.160,6.8,7.503E-01,15.573,null,-0.7,7.769E-01,1,0,0000,BU,10,59632.82450247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.479387,254.840885
86.4817683,-3.0558114,0.8561,1.0989,-0.4614,03309r074-002917,16.204,0.336,3.2,6.515E-01,15.313,null,-0.6,9.230E-01,1,0,0000,BU,10,58537.94193337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.558482,269.887113
86.4820961,-3.0564216,1.6112,1.6703,-0.4472,36821r069-005119,16.536,null,1.0,5.739E-01,14.441,null,1.9,7.097E-01,1,0,0000,UU,10,59633.54294486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.598529,212.079687
86.4830891,-3.0562088,0.6078,0.6551,-0.3017,25581r072-002598,15.232,0.327,3.3,8.999E-01,15.073,null,-1.1,7.529E-01,1,0,0000,BU,10,59266.27168314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.618341,123.251627
86.4832100,-3.0556777,2.1338,2.0931,-1.0197,97266a118-006877,15.574,null,1.2,7.770E-01,15.040,null,1.0,6.004E-01,1,0,0000,UU,10,58379.50413955,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.667133,79.713324
86.4818844,-3.0553414,1.7329,1.7808,-0.6845,20848r151-004386,16.009,null,1.9,6.543E-01,15.440,null,-0.5,5.207E-01,1,0,0000,UU,10,59111.54217975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.725839,308.234198
86.4831129,-3.0553576,4.3018,2.7551,-1.5806,46993a087-006777,16.953,null,0.0,9.409E-01,14.637,null,1.4,4.595E-01,1,0,0000,UU,10,56731.38672003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.798036,54.404075
86.4817067,-3.0559716,0.8721,0.9361,-0.4152,14445r023-005329,16.207,0.276,3.9,1.367E+00,14.717,null,1.8,7.882E-01,1,0,0000,BU,10,58902.17000853,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,2.840142,258.180150
86.4827187,-3.0565810,1.1471,1.5075,-0.5137,46974a111-002989,16.611,0.433,2.5,1.244E+00,15.500,null,-0.4,8.857E-01,1,0,0000,CU,10,56730.79408971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.905218,162.820615
86.4833300,-3.0558500,0.9553,1.0870,-0.3854,36807r097-005910,16.303,0.307,3.5,1.049E+00,15.325,null,-1.1,3.537E-01,1,0,0000,BU,10,59633.08580093,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.059040,92.698138
86.4816275,-3.0556778,1.7216,1.5694,-0.4913,57894a107-005949,16.671,0.477,2.3,6.735E-01,15.443,null,-1.0,6.932E-01,1,0,0000,CU,10,57089.86006997,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.101369,278.827166
86.4820290,-3.0550544,1.3312,1.2785,-0.6167,90891a097-003997,16.547,0.388,2.8,3.539E-01,15.369,null,-0.9,6.906E-01,1,0,0000,CU,10,58170.90539961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.166679,329.203856
86.4816662,-3.0554498,1.2055,1.2417,-0.4388,52797b191-006250,16.799,0.482,2.3,7.291E-01,15.628,null,-2.5,8.645E-01,1,0,0000,CU,10,56922.37821491,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.200018,293.905058
86.4816643,-3.0561753,1.3636,1.4940,0.0928,43248r155-004468,16.561,0.450,2.4,7.828E-01,14.655,null,-0.4,4.816E-01,1,0,0000,CU,10,59843.24502068,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.213733,245.844985
86.4831700,-3.0564100,0.8155,0.8602,-0.1717,74960a163-006789,16.107,0.292,3.7,7.356E-01,15.435,null,-0.9,6.160E-01,1,0,0000,BU,10,57649.35193201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.289121,131.049486
86.4816800,-3.0553200,4.1947,4.2052,-1.1275,90905a072-006740,16.302,null,0.5,6.734E-01,15.195,null,0.8,6.038E-01,1,0,0000,UU,10,58171.36356501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.373800,301.523767
86.4815482,-3.0556041,1.2296,1.2303,-0.4113,09614r181-004816,16.403,0.361,3.0,1.051E+00,15.350,null,0.0,7.531E-01,1,0,0000,CU,10,58744.17696446,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.430743,282.477590
86.4818669,-3.0565486,3.7179,3.5305,-1.4404,90901a072-005234,16.520,null,1.0,1.274E+00,15.248,null,0.5,5.152E-01,1,0,0000,UU,10,58171.23266060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.453661,219.655433
86.4824542,-3.0567722,0.7901,0.8063,-0.2383,14443r096-006078,15.925,0.240,4.5,6.854E-01,15.577,null,-1.8,7.588E-01,1,0,0000,BU,10,58902.10506616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.465162,181.533751
86.4816119,-3.0562398,1.1746,1.2058,-0.4660,79978a101-004429,16.462,0.354,3.1,6.533E-01,15.197,null,0.4,7.812E-01,1,0,0000,BU,10,57813.71369729,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.483237,243.627333
86.4830227,-3.0566201,1.7050,2.0073,-0.9398,57909a083-004953,16.333,null,1.3,9.285E-01,14.581,null,1.5,6.887E-01,1,0,0000,UU,10,57090.31976012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.508750,146.218898
86.4828552,-3.0567330,0.8535,1.0712,-0.3906,68865a077-004064,16.543,0.363,3.0,1.141E+00,15.389,0.435,2.5,4.106E-01,1,0,0000,CC,10,57449.66664546,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.586121,157.906677
86.4815305,-3.0561354,1.1471,1.4218,-0.6173,09622r181-003764,16.526,0.412,2.6,1.225E+00,15.233,null,-1.4,1.193E+00,1,0,0000,CU,10,58744.43864361,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.608761,251.058024
86.4814671,-3.0557233,0.9532,1.0399,-0.2554,31992r157-003357,16.332,0.315,3.5,6.034E-01,15.414,null,-0.8,7.362E-01,1,0,0000,BU,10,59475.79536590,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.654608,274.899259
86.4826228,-3.0547551,1.8291,1.8578,-0.8803,20856r155-007551,15.713,null,1.6,7.827E-01,14.980,null,0.2,6.241E-01,1,0,0000,UU,10,59111.80424076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.832179,7.698347
86.4820221,-3.0548186,1.2390,1.2134,-0.4217,47009a087-006520,16.595,0.407,2.7,9.273E-01,15.201,null,-1.3,5.175E-01,1,0,0000,CU,10,56731.91351662,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.930354,335.240101
86.4814962,-3.0563133,0.8277,0.7407,-0.2844,03307r098-004716,16.045,0.251,4.3,9.913E-01,15.244,null,-1.3,8.951E-01,1,0,0000,BU,10,58537.87648154,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,3.973758,242.873170
86.4831652,-3.0549292,1.1301,1.1156,-0.1905,68854a101-004979,16.389,0.366,3.0,9.402E-01,14.868,null,1.6,8.399E-01,1,0,0000,CU,10,57449.33887689,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.015208,37.840912
86.4830481,-3.0548271,2.0041,2.3486,-0.6462,79970a101-004372,16.335,null,1.3,9.344E-01,14.877,null,0.9,6.153E-01,1,0,0000,UU,10,57813.45176218,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.085506,29.991922
86.4815241,-3.0564553,3.0864,3.3947,0.7227,79985a077-005916,16.555,null,-0.3,1.357E+00,15.418,null,-1.1,1.020E+00,1,0,0000,UU,10,57813.91018047,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,4.147912,235.940020
86.4815810,-3.0565403,0.7378,0.9015,0.1615,63829b188-005731,16.065,0.256,4.2,8.627E-01,14.720,null,1.4,8.778E-01,1,0,0000,BU,10,57284.60014955,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.166122,230.871482
86.4835019,-3.0552548,1.2056,1.3324,-0.4736,97300a157-003681,16.033,null,1.7,3.465E-01,14.338,null,2.0,7.712E-01,1,0,0000,UU,10,58380.61656294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.182140,61.450513
86.4836319,-3.0556421,1.2921,1.1742,0.2352,03317r074-004355,16.660,null,0.2,1.133E+00,14.862,0.399,2.7,1.024E+00,1,0,0000,UC,10,58538.20361399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.184826,81.695402
86.4828254,-3.0569229,1.0989,1.1994,-0.4789,36817r074-004994,16.467,0.407,2.7,7.385E-01,14.860,null,1.2,7.968E-01,1,0,0000,CU,10,59633.41242328,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.194438,162.780815
86.4836000,-3.0561400,4.9852,4.8145,-2.7513,79982a101-006563,16.662,null,-0.7,8.874E-01,15.647,null,-0.3,1.077E+00,1,0,0000,UU,10,57813.84460117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.197876,106.439381
86.4816693,-3.0549692,1.7446,1.9825,0.2997,57906a107-004140,16.213,null,1.8,1.363E+00,15.249,null,0.8,8.582E-01,1,0,0000,UU,10,57090.25418105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.201853,316.084852
86.4820163,-3.0568990,0.8994,0.8578,-0.3219,20834r180-002838,16.239,0.316,3.4,8.877E-01,14.797,0.352,3.1,9.283E-01,1,0,0000,BB,10,59111.08490999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.260075,203.035079
86.4828857,-3.0546931,0.8966,0.9591,-0.1703,97292a156-004291,16.272,0.327,3.3,8.524E-01,14.368,null,2.0,2.956E-01,1,0,0000,BU,10,58380.35475632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.277174,19.936794
86.4831093,-3.0547896,0.9370,1.1003,-0.2891,14427r096-003269,16.154,0.406,2.7,5.151E-01,15.143,null,-1.8,7.016E-01,1,0,0000,CU,10,58901.58183395,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.314161,31.626536
86.4837000,-3.0557500,3.5855,4.1246,1.0576,03309r073-006443,16.557,null,0.7,1.376E+00,15.534,null,-0.7,9.157E-01,1,0,0000,UU,10,58537.94180605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.391071,87.180473
86.4836692,-3.0555120,1.4144,1.3754,-0.3180,09610r182-004442,16.129,null,2.0,8.542E-01,14.408,null,1.5,6.106E-01,1,0,0000,UU,10,58744.04618863,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.407585,75.912817
86.4812345,-3.0556006,1.0793,1.1957,-0.3056,52828a166-005102,16.271,0.383,2.8,7.155E-01,15.393,0.491,2.2,5.969E-01,1,0,0000,CC,10,56923.36470215,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,4.540442,279.556920
86.4821500,-3.0545900,3.5061,3.6804,-0.7200,14435r097-007068,16.410,null,0.7,1.134E+00,15.600,null,-0.5,8.188E-01,1,0,0000,UU,10,58901.84351375,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.549395,344.884684
86.4823078,-3.0570761,2.7101,2.3057,-0.8309,43214r125-003457,16.012,null,1.1,6.574E-01,15.339,null,-0.7,6.036E-01,1,0,0000,UU,10,59842.13603521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.599805,187.734284
86.4812801,-3.0553095,1.1175,1.3122,-0.5754,43136r156-003688,16.197,0.343,3.2,7.913E-01,15.366,null,-0.8,7.254E-01,1,0,0000,BU,10,59839.59297138,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,4.674693,292.670845
86.4824635,-3.0544741,3.5332,3.4168,1.7679,68873a077-006698,15.770,null,0.8,9.593E-01,15.605,null,0.0,1.458E+00,1,0,0000,UU,10,57449.92883497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.809606,359.293368
86.4813137,-3.0564904,1.1290,1.1045,-0.2072,63832a164-004529,16.175,0.335,3.2,8.664E-01,15.315,null,0.5,8.119E-01,1,0,0000,BU,10,57284.66585604,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,4.855776,239.705888
86.4812034,-3.0553499,0.8776,0.8368,-0.3274,63817b189-002786,15.995,0.254,4.3,7.083E-01,15.472,null,-0.8,1.072E+00,1,0,0000,BU,10,57284.20667476,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,4.878988,289.845675
86.4825985,-3.0571943,1.4322,1.8145,-0.5514,46793a081-003869,16.203,null,1.8,1.600E+00,15.061,null,-1.4,5.267E-01,1,0,0000,UU,10,56724.80182568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.001654,175.114177
86.4820939,-3.0544360,1.3778,1.2611,-0.2305,63840a164-006649,16.397,null,1.2,1.082E+00,14.980,0.422,2.6,3.369E-01,1,0,0000,UC,10,57284.92817262,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.137449,344.325605
86.4823300,-3.0543700,2.0240,1.9466,-0.9325,52793b191-004162,16.229,null,1.9,5.347E-01,15.144,null,-0.2,6.857E-01,1,0,0000,UU,10,56922.24667484,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.211969,354.061524
86.4814484,-3.0547517,0.9748,1.1033,-0.4156,63848a163-002895,16.061,0.290,3.7,9.459E-01,15.262,null,-0.5,7.421E-01,1,0,0000,BU,10,57285.19048919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.316767,315.772664
86.4823622,-3.0572897,1.1071,0.9567,-0.5751,46997a086-003490,15.652,0.409,2.7,9.563E-01,15.579,null,0.0,7.927E-01,1,0,0000,CU,10,56731.51838736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.343726,184.545308
86.4821325,-3.0543473,4.8215,4.6516,-2.1438,43214r125-004751,16.564,null,0.6,8.577E-01,15.480,null,-0.6,1.178E+00,1,0,0000,UU,10,59842.13603521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.411872,346.654054
86.4839835,-3.0556867,0.8333,0.8088,-0.4695,36803r097-003720,15.661,0.299,3.6,5.756E-01,15.032,null,1.1,5.428E-01,1,0,0000,BU,10,59632.95515141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.423100,85.305136
86.4810100,-3.0554500,1.8875,2.0351,-0.4117,03309r073-005409,16.262,null,1.8,1.140E+00,15.610,null,-0.3,6.625E-01,1,0,0000,UU,10,58537.94180605,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,5.441076,283.779592
86.4809647,-3.0558217,0.9600,0.9172,-0.4250,74940a162-003438,16.075,0.269,4.0,5.074E-01,15.260,null,0.4,8.837E-01,1,0,0000,BU,10,57648.69677620,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,5.447486,269.556944
86.4824443,-3.0573232,0.9905,1.1445,-0.3733,68861a077-004243,16.255,0.413,2.6,6.886E-01,14.332,null,1.7,9.913E-01,1,0,0000,CU,10,57449.53548709,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.449031,181.349571
86.4812247,-3.0566713,1.4687,1.5053,-0.6376,31982r135-004794,16.666,0.543,2.0,5.288E-01,15.574,null,0.0,5.754E-01,1,0,0000,CU,10,59475.46861735,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,5.475240,235.506694
86.4810650,-3.0552342,1.2583,1.5299,-0.5971,46989a087-002582,16.616,0.437,2.5,6.637E-01,14.900,null,0.9,1.124E+00,1,0,0000,CU,10,56731.25505266,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,5.492899,292.171110
86.4813301,-3.0547956,0.7630,0.7658,-0.3950,63828a163-002642,15.926,0.229,4.7,1.208E+00,14.991,null,1.4,1.293E+00,1,0,0000,BU,10,57284.53457042,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.515784,311.457973
86.4838730,-3.0564528,1.3948,1.3588,-0.5798,03303r097-007258,16.600,0.401,2.7,9.961E-01,15.678,null,-0.7,8.018E-01,1,0,0000,CU,10,58537.74557784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.516494,114.802042
86.4827644,-3.0542948,4.8745,6.1319,-2.4211,31982r135-005832,16.703,null,0.5,1.572E+00,14.896,null,-0.4,4.816E-01,1,0,0000,UU,10,59475.46861735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.549707,10.615857
86.4826518,-3.0573441,0.9400,0.8359,-0.4694,63821b188-006614,15.826,0.315,3.4,8.808E-01,14.577,null,1.7,8.236E-01,1,0,0000,BU,10,57284.33783297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.557186,173.619233
86.4822184,-3.0573645,1.0401,1.0383,-0.3310,90875a097-003410,16.477,0.344,3.2,7.824E-01,15.328,null,-1.4,8.804E-01,1,0,0000,BU,10,58170.38178194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.674667,189.539204
86.4808979,-3.0558603,0.6981,0.7481,-0.2759,46993a087-004635,15.928,0.278,3.9,1.514E+00,14.734,null,1.5,3.597E-01,1,0,0000,BU,10,56731.38672003,862003101351019829,16.923,0.151,17.107,null,11.348,null,8.399,null,null,null,null,null,null,null,null,5.690343,268.176365
